1,6595,999999,21.784,0.220040404,0.15,4,,,1,3,99,0,9
2,5983,999999,2.579,0.026050505,0.15,4,,,1,3,99,0,9
3,6196,999999,11.426,0.115414141,0.15,4,,,1,3,99,0,0
3,6236,999999,6.142,0.062040404,0.15,4,,,1,3,99,0,9
4,5352,999999,8.233,0.083161616,0.15,4,,,1,3,99,0,9
4,6066,999999,19.021,0.192131313,0.15,4,,,1,3,99,0,9
5,6147,999999,13.044,0.131757576,0.15,4,,,1,3,99,0,9
6,6223,999999,6.054,0.061151515,0.15,4,,,1,3,99,0,9
7,6331,999999,9.339,0.094333333,0.15,4,,,1,3,99,0,0
8,6400,999999,56.952,0.575272727,0.15,4,,,1,3,99,0,0
9,6638,999999,22.948,0.23179798,0.15,4,,,1,3,99,0,9
10,6577,999999,3.942,0.039818182,0.15,4,,,1,3,99,0,9
11,6605,999999,8.265,0.083484848,0.15,4,,,1,3,99,0,9
12,6076,999999,3.669,0.037060606,0.15,4,,,1,3,99,0,9
13,5332,999999,2.495,0.02520202,0.15,4,,,1,3,99,0,9
14,5883,999999,7.766,0.078444444,0.15,4,,,1,3,99,0,9
15,1468,999999,6.539,0.066050505,0.15,4,,,1,3,99,0,9
15,1541,999999,70.255,0.709646465,0.15,4,,,1,3,99,0,0
16,1265,999999,3.936,0.039757576,0.15,4,,,1,3,99,0,9
17,1509,999999,10.352,0.104565657,0.15,4,,,1,3,99,0,9
17,1845,999999,21.044,0.212565657,0.15,4,,,1,3,99,0,9
18,1855,999999,0.816,0.008242424,0.15,4,,,1,3,99,0,9
19,914,999999,201.948,2.039878788,0.15,4,,,1,3,99,0,9
20,6080,999999,3.56,0.035959596,0.15,4,,,1,3,99,0,9
21,6627,999999,6.679,0.067464646,0.15,4,,,1,3,99,0,9
22,6314,999999,8.781,0.08869697,0.15,4,,,1,3,99,0,9
23,6124,999999,2.038,0.020585859,0.15,4,,,1,3,99,0,9
24,955,999999,27.655,0.279343434,0.15,4,,,1,3,99,0,9
25,2220,999999,4.294,0.043373737,0.15,4,,,1,3,99,0,9
26,2419,999999,1.046,0.010565657,0.15,4,,,1,3,99,0,9
27,1315,999999,2.385,0.024090909,0.15,4,,,1,3,99,0,9
28,1103,999999,4.171,0.042131313,0.15,4,,,1,3,99,0,9
29,918,999999,7.017,0.070878788,0.15,4,,,1,3,99,0,9
30,1109,999999,6.562,0.066282828,0.15,4,,,1,3,99,0,9
31,1023,999999,13.29,0.134242424,0.15,4,,,1,3,99,0,9
32,1118,999999,4.931,0.049808081,0.15,4,,,1,3,99,0,9
33,911,999999,5.705,0.057626263,0.15,4,,,1,3,99,0,9
34,1061,999999,13.902,0.140424242,0.15,4,,,1,3,99,0,9
35,6825,999999,0.324,0.003272727,0.15,4,,,1,3,99,0,3
36,14458,999999,0.190001738,0.001919209,0.15,4,,,1,3,99,0,0
37,3985,999999,0.238318341,0.002407256,0.15,4,,,1,3,99,0,0
37,7034,999999,0.140007576,0.001414218,0.15,4,,,1,3,99,0,0
38,6895,999999,0.216,0.002181818,0.15,4,,,1,3,99,0,3
39,6872,999999,0.238,0.00240404,0.15,4,,,1,3,99,0,3
40,4016,999999,0.54834949,0.005538884,0.15,4,,,1,3,99,0,0
40,14459,999999,0.249997459,0.002525227,0.15,4,,,1,3,99,0,0
41,4115,999999,0.624,0.00630303,0.15,4,,,1,3,99,0,0
41,7030,999999,0.683,0.00689899,0.15,4,,,1,3,99,0,0
42,4071,999999,0.111,0.001121212,0.15,4,,,1,3,99,0,3
42,14457,999999,0.213605228,0.002157629,0.15,4,,,1,3,99,0,0
43,4162,999999,0.452,0.004565657,0.15,4,,,1,3,99,0,0
44,7529,999999,0.475,0.00479798,0.15,4,,,1,3,99,0,0
44,14469,999999,0.595617173,0.006016335,0.15,4,,,1,3,99,0,0
45,6854,999999,0.043,0.000434343,0.15,4,,,1,3,99,0,3
46,3885,999999,0.254,0.002565657,0.15,4,,,1,3,99,0,3
47,8686,999999,0.50199714,0.005070678,0.15,4,,,1,3,99,0,0
48,3671,999999,0.187,0.001888889,0.15,4,,,1,3,99,0,3
49,3537,999999,0.213,0.002151515,0.15,4,,,1,3,99,0,3
50,3710,999999,0.265,0.002676768,0.15,4,,,1,3,99,0,3
51,3971,999999,0.049,0.000494949,0.15,4,,,1,3,99,0,3
52,4049,999999,0.63182686,0.006382089,0.15,4,,,1,3,99,0,0
52,4102,999999,0.353431682,0.003570017,0.15,4,,,1,3,99,0,0
53,4151,999999,0.027,0.000272727,0.15,4,,,1,3,99,0,3
54,4166,999999,0.496,0.005010101,0.15,4,,,1,3,99,0,3
55,3993,999999,0.241,0.002434343,0.15,4,,,1,3,99,0,3
55,4059,999999,0.483900085,0.00488788,0.15,4,,,1,3,99,0,0
56,4164,999999,0.278393792,0.002812059,0.15,4,,,1,3,99,0,0
57,4064,999999,0.233,0.002353535,0.15,4,,,1,3,99,0,3
58,4267,999999,0.085,0.000858586,0.15,4,,,1,3,99,0,3
59,3912,999999,0.472,0.004767677,0.15,4,,,1,3,99,0,3
60,3887,999999,0.051,0.000515152,0.15,4,,,1,3,99,0,3
61,3747,999999,1.080259152,0.010911709,0.15,4,,,1,3,99,0,0
61,3857,999999,0.042,0.000424242,0.15,4,,,1,3,99,0,3
61,6945,999999,1.089913172,0.011009224,0.15,4,,,1,3,99,0,0
62,3791,999999,0.201,0.002030303,0.15,4,,,1,3,99,0,3
63,8252,999999,0.064,0.000646465,0.15,4,,,1,3,99,0,3
64,3612,999999,0.365,0.003686869,0.15,4,,,1,3,99,0,3
65,3545,999999,0.323,0.003262626,0.15,4,,,1,3,99,0,3
66,3464,999999,0.559,0.005646465,0.15,4,,,1,3,99,0,3
67,3994,999999,0.183,0.001848485,0.15,4,,,1,3,99,0,3
68,4073,999999,0.437221167,0.004416375,0.15,4,,,1,3,99,0,0
